,votes,user_id,review_id,text,business_id,stars,date,type
227,"{u'funny': 0, u'useful': 0, u'cool': 1}",Nhvkukz5MECqEUQVfh6A6w,BywchRHEvjmYSKorUhyHyA,"fairness - did dentist did schedule appointment waited 15 minutes open look yelp reviews, usually weed outliers best worst)    unfortunately, reviews time office    office admin nice) asked come early complete paperwork    arrived 8:50     waited    watched 2 employees walk (unlocked door re-locked     did acknowledge door signage (open hours)     decided leave review staff distracted disinterested presence office admin nice) called inform missing appointment    explained indications going good fit wished best luck recommend dentist door (furthest away parking lot) entrance poor recommendation staff walked distracted pointed previous review ",e_U_FnpdKVgNb4mUN2cU_Q,1,13-05-14,review
228,"{u'funny': 0, u'useful': 0, u'cool': 1}",Jdfzz0EVCRXkpydEBNrtlw,HWbmfO2-YYthL2QMFIbuMg,"i've office good times   time receptionists vibe entitlement uncomfortable   dr  weinberg nice, doubt ability  procedure teeth backfired  issue paid cash end visits received invoice $55  called course receptionist sassy rude gave  refer",e_U_FnpdKVgNb4mUN2cU_Q,1,19-11-14,review
229,"{u'funny': 0, u'useful': 0, u'cool': 0}",ZPkViBqR6G0kaVTAYTBbWg,EeUNmhxpI3pW7xMME-kGpQ,"family (husband 3 young children) seeing dr  weinberg years  we've issue  she's great kids, 6 year old autism  scheduling rescheduling appts ""fine"", wait time fine, care fine  basically issues, haven't socks blown  dentist,  dentist bit frazzles, we've issue ",e_U_FnpdKVgNb4mUN2cU_Q,3,27-03-15,review
230,"{u'funny': 0, u'useful': 0, u'cool': 0}",DUXNqg5GSef-VkFRoPInag,vFr015T-062_ustTtCV4mA,"need say 6 year old wait dr  weinberg staff! professional kind,  child life time good oral health care!  busy mom loves provide appointments, time   imagine having better family dentist!",e_U_FnpdKVgNb4mUN2cU_Q,5,06-05-15,review
231,"{u'funny': 0, u'useful': 0, u'cool': 0}",-8VHLwJtaD0m3lR9aF8Hyg,xnyyjoDjp8_yprDQo4_X4w,just moved area needed dentist getting tooth chipped playing hockey   did amazing job fix tooth cleaned teeth doing   able tooth fixed days happening   i've gotten fillings chip fixed   doctor great staff   recommend going ,e_U_FnpdKVgNb4mUN2cU_Q,5,26-09-15,review
232,"{u'funny': 0, u'useful': 1, u'cool': 0}",YKDw2WGj-MQjz7eRsb5FHg,fpJ_Bgho7G3E-_WWaMJpjA,"don don restaurant missing probably favorite restaurant carnegie  simple setup, just small restaurant tables tv  oddly think favorite thing eat wonton soup, better  food average enjoyed eating great service cheap place chinese food ",SQ0j7bgSTazkVQlF5AnqyQ,3,04-06-10,review
233,"{u'funny': 1, u'useful': 0, u'cool': 0}",_CtkjL-e6O_lMShkN6HuSA,nuZlz-65cXIsLZPGk6EwDw,avoid place cost   time starved don't energy cook edible food   kicking ,SQ0j7bgSTazkVQlF5AnqyQ,1,12-01-11,review
234,"{u'funny': 0, u'useful': 0, u'cool': 0}",0kRiaCs6damnnCpjPNOqRw,DtWoMT9VcFX9ycdZFpZoow,"don don atleast good personally happen think better majority inexpensive chinese places best equiped delivery   i've frequented similar establishments different parts the
country, spent years japan   sounds odd, amazing chinese food ",SQ0j7bgSTazkVQlF5AnqyQ,4,05-11-11,review
235,"{u'funny': 0, u'useful': 0, u'cool': 0}",RJgfj-6Uq-lyiPJJcyCVlQ,M28dSKnyInjQu0I9NJlfig,far away real chinese food  doesn't taste good american style chinese food ,SQ0j7bgSTazkVQlF5AnqyQ,2,29-03-13,review
236,"{u'funny': 0, u'useful': 0, u'cool': 0}",fTg6Rz2Rs1LLYN_U7TJbcQ,QRRumDA7QEUGwQ2sD_KswA,used order takeout month  food tastes average price good  typical low-end chinese place  final) time ordered just happened picking order health inspector allegheny county health department making rounds  waiting food took longer usual) inspector pointing violations  requested copy certificate man register unable produce  inspector looked like crazy waiting food despite obvious poor conditions   rest place - kind dirty inside  carpets just filthy walls match  children's toys scattered floor owners children careful trip  workers like nice people just trying make living comes cleanliness don don lacking ,SQ0j7bgSTazkVQlF5AnqyQ,2,10-06-13,review
237,"{u'funny': 0, u'useful': 0, u'cool': 0}",YxSD5yuMozdW1-yXKgkvvg,B3UUywTg0CG09Y5vnuJtlA,"delicious singapore noodles seafood delight  crispy flavorful crab rangoon, cold sesame noodles could've used bit sauce)  excellent real chinese food, friendly service   restaurant ambience: high school cheap date quality ",SQ0j7bgSTazkVQlF5AnqyQ,4,19-05-14,review
238,"{u'funny': 1, u'useful': 3, u'cool': 2}",9OZH1Ecw-qUkCW5MS0NefA,d3w57QihQsYNDmZi3x1x8w,"came friends prior visiting apis meadery door past weekend   ordered general tso's chicken, friends ordered sesame chicken, crab rangoon, appetizer (egg rolls?)   ordered combo meat, ordered more--the names similar, confusing  food took quite come (~15 min ), i'd suggest calling ahead you're rush   waiting, woman counter yelled phone chinese, guy came pick food delivery (probably person) honest, i'm fan americanized chinese cuisine lived singapore 3 mos  visited hong king japan); awhile i've dish reminded   don't care overbearing sweetness thickness sauce, care pre-cut meat dishes like cut meat, thank flavors textures don't   having said friends claimed best americanized chinese fare they'd pgh live squirrel hill!), you're fan cuisine, consideration meal provided much-needed food absorb alcohol mead, appreciated ",SQ0j7bgSTazkVQlF5AnqyQ,3,04-08-14,review
239,"{u'funny': 0, u'useful': 0, u'cool': 0}",PaSqbrWmgroWfxP7ebEkPw,9-HN-5DCKNrggd5S2bSGyQ,"visited don don chinese restaurant carnegie entertainment book coupon buy dinner complimentary dinner ordered 2 regular dinners   end went check pay, owner refused honor entertainment book coupon offered fruit cup instead, refused  food acceptable, refusing accept entertainment book coupon acceptable   needless say, returned ",SQ0j7bgSTazkVQlF5AnqyQ,2,20-02-16,review
240,"{u'funny': 0, u'useful': 0, u'cool': 0}",9lCGQssGCDniLA0QtRasvA,aqaP2BiL20Qs6AujK24w0Q,"took sick cat charged $$$$ blood work called results  chase results finally spoke different vet examined cat  said cat ""absolutely did hyperthyroid""  said cat's problems behavioral rude dismissive concerns  finally took cat vet diagnosed hyperthyroidism  i'm trying medication hope illness progressed far  i'll sleep  don't cat ",LTXS986DAz-4jE_sV2Ui4w,1,24-02-16,review
241,"{u'funny': 0, u'useful': 0, u'cool': 0}",QhlwtnBGfhsJWaQUi37MMQ,f6Oev9i9_u6Fnxj6T8S_Xg,"gone years ago hated  doctors weren't nice caring  wasn't happy current vet decided place chance saw veterinarians changed location convenient  i'm happy did! doctor great  saw dr  martinovich adopted new dog  wonderful  clearly loves animals  gentle thorough  cost higher hoped experience, didn't mind  absolutely plan taking cats point  pleased! great place -----------------------------------------------------------------------------------------------------------------
update: single time gone place satisfied  seen quickly gotten great care pets  dr  lasota wonderful! won't going help",LTXS986DAz-4jE_sV2Ui4w,5,26-02-16,review
242,"{u'funny': 0, u'useful': 0, u'cool': 0}",CiCmxCruMvbXtjQP5FhbLg,0GS3S7UsRGI4B7ziy4cd7Q,went breakfast 6/16/14  received good service meal came minutes waitress smiled friendly  grand slam    food  meal tasty    definitely  popular denny's ,wqu7ILomIOPSduRwoWp4AQ,4,20-06-14,review
243,"{u'funny': 0, u'useful': 0, u'cool': 0}",bbYn77XD_aAeFL-lwV7GBA,YFsac440vY3U5iijvPOKSg,"love stakes come week just t bone steak, completely delicious! great atmosphere, lot people waiters nice; food portion great",wqu7ILomIOPSduRwoWp4AQ,5,29-07-14,review
244,"{u'funny': 0, u'useful': 1, u'cool': 1}",UxfFAw2-cTpeWvRROF1HEw,f0FRVCf93O7rlfgwV7OoKw,"perfect time hubby, work 4 hot nice meal, waitress adorable girl  arm broken smth dis great job!
strawberry lemonade just smth craving long did know :) strawberry milkshake, nachos t bone steak smth stop ordering!
its nice u late night like crowded, noisy, nice music playing nice people  want smth quick late night say denny's!",wqu7ILomIOPSduRwoWp4AQ,5,02-09-14,review
245,"{u'funny': 0, u'useful': 0, u'cool': 0}",3eystYBQINAG1tlRBk215A,7ezUOJJ6g-QMwKGHypf7cg,"location disappoints!! food consistently great, come right time, (witching hours) cook singing dancing music  awesome! ! love place!!",wqu7ILomIOPSduRwoWp4AQ,5,25-09-14,review
246,"{u'funny': 0, u'useful': 0, u'cool': 0}",aCl_PJn2uHT2i-daGEszBw,3RtwdS23cngQp_hm73du0g,"dude    denny's  excellent drunk food, packed sunday mornings, good   really bad  denny's  walk denny's   know exactly you're getting  heck reading reviews denny's? that's like looking reviews ice cream truck, you're getting thing matter choose ",wqu7ILomIOPSduRwoWp4AQ,3,07-05-15,review
247,"{u'funny': 0, u'useful': 0, u'cool': 0}",Dmvqb5TVcfHq8TMW20zJww,gfdJ1MlLeEdunQ_ZR_TfXw,"excellent food , good service different dishes excellent",wqu7ILomIOPSduRwoWp4AQ,5,16-06-15,review
248,"{u'funny': 0, u'useful': 0, u'cool': 0}",SOl-_nATymJq6r0-NL7LgQ,Orf-UGCSH6nJAoOzUCxDhw,"chose denny's late (1:30pm) sunday brunch  wait  quickly greeted served  ordered half size moon hammy  just right food hash browns delicious! thing lacking frank's red hot :-) son husband pleased meals, remember names pic  patron gave $5 $20 check, total came $16! casual meal ",wqu7ILomIOPSduRwoWp4AQ,4,29-06-15,review
249,"{u'funny': 0, u'useful': 0, u'cool': 0}",CFh9jAl5_DUSgNBA5bP5RQ,bLuZUUkusxX2vMoxZGLYGA,"like food denny's meals served pricier restaurants  favorite bourbon chicken skillet  isn't advertised gluten-free, doesn't ingredients containing wheat- just chicken, potatoes, broccoli yummy jack daniels sauce  eat n park max erma's gone downhill past years, food denny's gotten better ",wqu7ILomIOPSduRwoWp4AQ,5,23-08-15,review
250,"{u'funny': 0, u'useful': 0, u'cool': 0}",vy2cfH6muKKux05a5pvnqg,Ywz9S1j6dkIIv3fRVLiDsQ,"best denny's area  friendly, fast, good food  denny's pale comparison location ",wqu7ILomIOPSduRwoWp4AQ,5,25-10-15,review
251,"{u'funny': 0, u'useful': 1, u'cool': 1}",hRbOBFBWCs-z7lu4HhIm5g,diOSEZkSPlBqnDA8Xd2ffw,"got seated right away staff pleasant  cleaner denny's   ordered burger, fries, shake really good cooked just right denny's favorite casual dining restaurants, worth visit area ",wqu7ILomIOPSduRwoWp4AQ,3,12-05-16,review
252,"{u'funny': 0, u'useful': 0, u'cool': 0}",kAFccaTcFR9va9uigTHCNg,RAxqamhZsO4gnsMLUOKRbQ,"i'm sorry stars   15 minutes cup coffee, waitress flitted   waited 10 minutes 25 minutes sitting menu closed  left  coffee water untouched  waitress busy telling customer booth daughters wedding  don't waste time money denny's  service horrible waitresses worst   food usually isn't great  speak visit   25 minutes wanted order  ps   kings great breakfast day   service great   1 5 miles road ",wqu7ILomIOPSduRwoWp4AQ,1,11-06-16,review
253,"{u'funny': 0, u'useful': 0, u'cool': 0}",IbvOxKSps_K5wa3a2_jc-Q,gdoTWFXJvibNBPQdjj8SLQ,"belong gym     live south section pittsburgh, gym far   staff friendly, equipment quite good   free personal training sessions join   lots weights boyfriend uses) decent cardio room   thing say increase cardio equipment   water $1 bottle!",1u2NauOy8xDj7aFQET680A,4,11-09-07,review
254,"{u'funny': 0, u'useful': 1, u'cool': 0}",CFh9jAl5_DUSgNBA5bP5RQ,KqYkEANHt5PoVMhOiBRDew,"bought month membership year, mainly attend silver sneakers classes  early sixties hadn't exercised  tried evening classes crowded difficult, tried morning class seniors  like stretch class actually starts, went tail end yoga class  women class nasty told wasn't welcome stretch class  went thanks attitude members  didn't feel welcome  complained manager, said welcome stretch class wanted hostility yoga students evident  think private gym?",1u2NauOy8xDj7aFQET680A,2,29-12-12,review
255,"{u'funny': 0, u'useful': 1, u'cool': 0}",ncqy62a-KjY68elj8NXBbA,nNkFJx7ExoK4jlQxbzM0Og,"gym, true maintained   dingy locker rooms abysmal, basically unusable   there's pretty wide range equipment, really   you're free weights, area larger, crowded dungeony (personally just saying) place really conservative owner tvs play fox news day long   ask staff channel, changing half time, half time you'll ignored forced watch bunch awful talking heads tell lies entire time you're trying run lift   problem owner cheap paying cable change channel tvs individually   linked box place lets ton personal trainers basically want   means area set aside abdominal exercises, stretching, rock climbing wall i've seen turned used) crowded punch really shape people carrying conversations incredibly beefy personal trainers, hey, trainer getting paid way, want waste time chatting, don't mind ",1u2NauOy8xDj7aFQET680A,1,19-02-14,review
256,"{u'funny': 0, u'useful': 1, u'cool': 0}",o22C4GhMh0mv9ldqPD0f1g,cv1sIoNmolX4gsR8PdtVWg,really like gym  nice neighborhood gym unlike big gyms don't big contracts flexible memberships  great selection classes  instructors good knowledgable motivating  staff working super nice  selection equipment good !!,1u2NauOy8xDj7aFQET680A,4,07-08-14,review
257,"{u'funny': 0, u'useful': 0, u'cool': 0}",1z4KPFEb4TuYsnmlVu0ZWQ,SymtwwIeg2-u3YBJM7lNmw,"spoke man morning ice covered parking lot sidewalk, business liable customers slip fall negligence business's  told good luck i'm liable just careful icy  years gym i'm fed way treat customers  told fed gave hard time towels weeks ago they've towels  clean parking lot winter make sure wear boots outside don't crash car  aside gym just gym  biggest critic (aside rude management negligence) don't encourage sanitization outside cardio room  aren't towels spray weight machines, i've issue i'd hate happen  make sure wipe sweat marks machine, cause that'd pretty nasty  pretty large terms size space aside ordinary weights cardio  workers they're young don't really care man told wrong older possibly manager owner)  tend wash towels isn't busy, pretty annoying  cardio room fox news tvs middle tv sports center regardless tv  recently haven't putting pens games stuff  busy watching 52 inch screen lobby workers cardio room max 32 middle 24 sides probably  pay price membership probably wouldn't belong insurance  said don't swipe card like people  machine counter  guy shows helpful time cause people aren't desk  said standing chatting expect job  gym state art fancy fancy, really need fancy looking gym? cardio room pretty massive peak hours i've problem getting treadmill elliptical  actually hellix trainers, aren't super common  things order fix  i've run owner manager time bathroom let sink floor asked tell guys desk said oh they're useless  gym makes killing classes b) convenient c) personal training separate company (warrior fitness)  i've meaning sign trainer busy  awesome helpful challenging  sure separate yelp page, say i've seen they'd bust ass sure!",1u2NauOy8xDj7aFQET680A,1,29-01-15,review
258,"{u'funny': 0, u'useful': 0, u'cool': 0}",uatV7uA6DrTV_iczO9dYrQ,TNlu2CG7O20OkVG0RJcA3g,"member 8 years honestly say, negative experience amerifit!  owner staff accommodating strive member satisfaction   owner runs business personally fixes machines needed, interacts members, personally salts plows parking lot needed winter   review stating lot didn't attention largest ice storm we've years  like state sitting counter day lady came upset unnecessarily yelling desk employee lot   owner couple hours doing best tame condition lot  day believe everyone's car road turned snow sled including   truly felt danger roads day, probably just stayed home work love fact owner takes pride business extremely hands maintenance building   amerifit welcoming, intimidation, home-like feel believe makes place special unique kept loyal membership 8 years ",1u2NauOy8xDj7aFQET680A,5,19-10-15,review
259,"{u'funny': 0, u'useful': 2, u'cool': 0}",Nhvkukz5MECqEUQVfh6A6w,nTJ9CWTcxTDKeNtlvy_TYw,"review rating amerifit gym body builders work    anti-planet fitness pizza days)    place private personal trainers clients affiliation planet fitness   pay $5 day want meet occasionally casual person entering:

you hear lots grunting weights dropped    intimidated    folks (men ladies) doing competitions (usually) place run (older weights / machines)    let deceive    place small    - let deceive   smaller rooms / areas classes upstairs pretty intense cup tea) 4 stars:

1  followed trainer means chose trainer location work    previous trainers great did necessarily like gym crowded room work 2  equipment variety    example - cardio equipment    usually gym, treadmill, stepper, recumbent bike, bike, elliptical) - type     amerifit provides variety machines cybex    cybex traditional elliptical control elevation    machines simulate ice skating

3   intensity - people seriously working    motivate intimidate   motivates    folks doing exercises correctly 4   folks nice    associates met nice apologize body builders writing review, think good secret share   trainer, meet him/her amerifit, workout    chain gym new standard (usually leased) equipment ",1u2NauOy8xDj7aFQET680A,4,25-03-16,review
260,"{u'funny': 1, u'useful': 2, u'cool': 2}",4d6gHTch3Mytp02o-tzV9Q,QxR3WHUjmWh5xIyqfJkfsw,"brought husband parents papa j's time husband pittsburgh  parents really picky italian food, usually drive places east bumf*@ (tarentum, ligonier   ) capital i-talian pop kinda grumbly, getting try new like pulling teeth  reason got becuase way drop airport dad goes regularly says lot, considering lives murrysville  good sign dad happy impressed open- noon days christmas  second good sign dad ordered wine, 1 pm  dad, teetotaler, rarely drink 5 pm know anticipating good meal  kicker happy left waitress $20 tip $50 meal  say, live texas relive afternoon december? chicken picatta   perfect  dad eggplant rollatini, mom pizza, hubby basic pasta marinara  amazing, delicous, inexpensive  austin, decent italian meal, decent italian meal $50 people know good italian places pittsburgh just think fondly day   dad liked someplace took :)",P1fJb2WQ1mXoiudj8UE44w,5,14-08-07,review
261,"{u'funny': 0, u'useful': 0, u'cool': 0}",GFLvPozOh5m_n1MYGdHpFQ,ccuOXwBqkTjEPbe9WvVAxQ,"husband's fave restaurants town  husband generally orders chicken parm, good  sauce quite good  serve fresh bread plate olive oil balsamic vinegar dipping -- yum  generally order house salads (think specific recall head) mixed greens blue cheese, pine nuts yummy vinaigrette  tad pricey salad that's just lettuce cheese want say $8 extras), really good  (especially cracked black peeper ) tend follow smaller plate like red pepper app greens & beans  place sort rustic atmosphere loud  comfortable feeling  solid wine glass selection -- better lot places 'burgh  unfortunately, we've dessert b/c bread dinner!",P1fJb2WQ1mXoiudj8UE44w,4,15-08-09,review
262,"{u'funny': 1, u'useful': 0, u'cool': 0}",_S8zEPxR0DRxIJ6YjoObfA,VYC9I0E493hicnup49FbQw,"thanks yelpers  service, plating, ambiance wonderful  eggplant parmigiana good - different  thinly sliced (like deli meat) wasn't breaded, fried light batter ",P1fJb2WQ1mXoiudj8UE44w,4,17-02-10,review
263,"{u'funny': 0, u'useful': 0, u'cool': 0}",cqox9oe5IAS9tR7iYhtX7Q,5JJ9eapKuO6wh0fkx6EeNQ,"place favorite 20 years returned trip italy having weeks fabulous fresh food, think place wanted eat  papa j's measures expectations great salads, bead wine  i'm partial eggplant rollatini husband likes samplers, ravioli, fish, white pizza  like space exposed brick walls-there knowledgeable servers  bit loud- noticable large table nearby  don't wrong impression great place-consistantly great food ",P1fJb2WQ1mXoiudj8UE44w,5,18-02-10,review
264,"{u'funny': 0, u'useful': 0, u'cool': 0}",072tu2_MFWmw-jb1O6DQYg,LMl9TSOWrPXp7Cs4oVrLlg,"great, authentic, classic italian restaurant unlikely places  grew eating make visit nearly time come town try fried calamari ""roman style"" little kick!",P1fJb2WQ1mXoiudj8UE44w,5,13-03-10,review
265,"{u'funny': 0, u'useful': 2, u'cool': 1}",MinNxg1k6s9xpZKRw41NnA,EtLICMCs9zeqXxuyXTGj5A,"i've papa j's twice mixed experiences times banana pepper appetizer, great goes really fresh delicious bread cheese start meal entrees, girlfriend mixed experience   i've fish sandwich good) eggplant parm sandwich (okay)   girlfriend got salad bread basil basil powering bread soggy dressing  service mixed bag   time server went way care cocktail sauce fish sandwich   second time, server lackluster, didn't know menu wasn't able proper care   return papa j's, terrible experience time isn't say pick places eat carnegie/robinson ",P1fJb2WQ1mXoiudj8UE44w,3,21-07-10,review
266,"{u'funny': 0, u'useful': 0, u'cool': 1}",UCOssThZufcqehMMe6OA0g,5BwtufRF36b-PtZyyS90ug,"went dinner night client   second time visited   scotch guiness   (-1) drink selection  just stock better beers higher end scotch you're stars started meatballs covered provolone blessed goodness   did disappoint   cheese pizza sweet sausage garlic   fantastic   good dishes, wanted pizza night   finish pizza - way big medium pizza finished coffee   parking bit challenge street, small town atmosphere carnegie, pa   love downtown ",P1fJb2WQ1mXoiudj8UE44w,4,13-01-11,review
267,"{u'funny': 0, u'useful': 3, u'cool': 0}",2cvC1yfkqbOKUgoQTxfzfg,eVZ6pr7f03hXSb-Q5cF2Vw,"wonderful surprise carnegie pa, just south pittsburgh   town business couple co-workers having great meal night asked locals recomendation   told try little italian place called papa j's boy did send great place walk place, windows fantastic open view kitchen outside   stand outside watch chef making wonderful food smell fresh bread walk door sure long place kitchen looked used, dining area bar looked clean modern, freshly updated   server quick welcome suggested different items menu favorites asked   hungry wanting try different things, began margherita pizza absolutely perfect   obviously make breads dough pizza don't think pizza tasted better   came bowls italian wedding soup pretty good   item probably   bad, particularly special   ordered garlic rolls bread pizza carbs 1 meal) die   crunchy outside warm chewy inside, things meal   guys said pizza sauce good ordered cup pizza sauce fresh right   little killer bread balls garlic good dipped pizza sauce better   time meals came, pretty pushed continued eat   veal parmigiano tender good   came pasta tasted just try excelent   eating weeks worth carbs sitting pre-meal stuff, certainly finished   ate generous portion veal   co-workers chicken picatta said best guy tried pasta dish said good   great wine selection reasonable prices glass bottle overall fantastic experience great food atmosphere   don't really know expensive area food, coming chicagoland area, fouknd place pretty reasonable   ate average aproximately $30 including alcahol   fantastic fresh food reasonable price, ask complaint return chicago craving return papa j's   hope work sends soon!!!",P1fJb2WQ1mXoiudj8UE44w,5,21-02-11,review
268,"{u'funny': 0, u'useful': 1, u'cool': 1}",9cCTmiJ7hz35rHIdr8n9kA,2Ff_JGpkJSifcQ8gW7bK9A,"yay, i'm fan service little slow, good visit   papa j's white pizza   best white pizza   order white pizza visit  weekend    garlic, spinach, feta cheese usually add veggie   delicious!  order fried calamari ok   note self time try calamari roman style like dinning room hardwood floors bright lighting   bar jumping thou bar ",P1fJb2WQ1mXoiudj8UE44w,4,13-03-11,review
269,"{u'funny': 0, u'useful': 0, u'cool': 0}",Lbdzh6Qn5S1O5ENrr7n2wA,2ihNipOT-nUC0uZvC50R0A,"terrible service   food unremarkable   waiter disappeared 45 minutes serve larger group staffing mismanagement   saved tip discounting meal complained   crude unpleasant dining experience guests   repeated,",P1fJb2WQ1mXoiudj8UE44w,1,14-03-11,review
270,"{u'funny': 0, u'useful': 1, u'cool': 1}",9cCTmiJ7hz35rHIdr8n9kA,MzQZ00ZHszRH8BYQTJbQJA,"yay, i'm fan white pizza     bar jumping picked order white pizza delicious   garlic, spinach, feta, added veggies   tried roman style calamari, good better fried calamari time ",P1fJb2WQ1mXoiudj8UE44w,4,09-04-11,review
271,"{u'funny': 0, u'useful': 1, u'cool': 0}",UXQzUyOnihbH0K_yCpK1zA,nVJNzszBqaDtyQAQQW0lfw,"met good friends morgantown lunch today really impressed place menu  read reviews ahead time pizza mentioned time got jonesing  certainly delivered  crust great, sauce wast sweet toppings sufficient  friend baby clams oil garlic angel hair let try bit - good pizza better  return beautifully lit gem carnegie pa soon!",P1fJb2WQ1mXoiudj8UE44w,4,17-07-11,review
272,"{u'funny': 1, u'useful': 1, u'cool': 1}",9cCTmiJ7hz35rHIdr8n9kA,dXBCUsjyAmWiKypnDnRJUw,"ok, friday night 70 minutes eat  driving papa j's w says, lets stop quick dinner  advice host hurry   host advised 90 minute service  place crowded, seated open table  waiter, jason, said best time  ordered dinner immediately, salad glass wine  minutes wine, seconds salads great homemade italian bread olive oil balsamic ving  dipping   yum!

just finishing salads dinners delivered  great job jason! fettuccine carbanara good; cream sauce bacon ricotta   60 minutes   good service ",P1fJb2WQ1mXoiudj8UE44w,4,17-10-11,review
273,"{u'funny': 0, u'useful': 5, u'cool': 1}",k-a1aAKB0f6w5sHDDEO4IA,G-gqp94DI9ZX3Qp4HdMCmA,"say write review regret, loved papa j's  recent experience changed mind bit  minute seated, greeted server clearly inexperienced didn't know menu  said i've papa j's good handful times know menu decently server explain questions couple new dishes thinking trying  swear guy just looked menu time minutes ago wasn't just knowledge menu  thing server  wife asked glass water 4 times finally got point meal didn't care point)   mean come restaurant calibre price ask glass water? filling water biggest complaint, happened meals  dad ordered trout special (trout roasted red peppers lump crabmeat)  instead, meal delivered trout heaping pile spinach mushrooms  special   way, item menu regular item mistake server sure chef, knows certain  mention, good server wouldn't served regardless  think unusal experience poor server, let continue  informed server mistake, didn't really believe checked order sheet, blamed error chef  point, meal sitting took forever flag guy trout basically cold  server said meals re-made  took meals kitchen  course, wife mom eating meals dad sitting meals  mind wife gotten water asking iced tea refilled soda (yes, believe  kitchen did scrape ""mistake"" fish! didn't remake  fish served little pieces spinach mushrooms sticking  quite frankly, fish wasn't good  honestly fish sandwich mcdonald's night  server did try make experience better - knew weren't happy, offered dessert house  i'm looking handout, experience just plain awful night  guy really apologized mistake  normally, asked manager, point ready just (plus, night) opinion    money, restaurants eat ",P1fJb2WQ1mXoiudj8UE44w,2,02-01-12,review
274,"{u'funny': 0, u'useful': 0, u'cool': 0}",tx4XvjDlactzL7SlNnR9XQ,5b5WisVblTVpl8qYVCi5Yg,regular go-to  love food service  wine like food delicious  suggest trying flourless chocolate cake store section buy stuff home)  sublime makes want special cozy corner just eat revel velvety loveliness ,P1fJb2WQ1mXoiudj8UE44w,4,02-01-12,review
275,"{u'funny': 0, u'useful': 0, u'cool': 0}",rS5-P1HVtZMyIQ_f1Es0uA,PCfm-BX0OiT70o5Q-sm3DA,"thought interiors nice   stopped friday night & glad weren't busy area looked appetizing   daughter & split chicken parm sandwich, really good  instead served hoagie, served bread- like focaccia   pretty good- little messy desserts looked amazing   thought pretty cool watch cooks prepare food outside   kitchen situated corner lots windows return ",P1fJb2WQ1mXoiudj8UE44w,4,18-03-12,review
276,"{u'funny': 0, u'useful': 0, u'cool': 0}",PRTVZdLWYmhozxkplGA9qQ,CC1lVb3PEQWqJNHDAK7PKg,san francisco california visitor liked food local great  thinking relocating pttsbrgh area  liked carnegie u stroll main street hit couple places lunch  imagine place crazy busy friday saturday night  ate lunchtime nice ,P1fJb2WQ1mXoiudj8UE44w,4,01-04-12,review
277,"{u'funny': 1, u'useful': 3, u'cool': 2}",nEYPahVwXGD2Pjvgkm7QqQ,iCL1r6fQeI3-EOEYGyh0FA,"coming feeling haven't changed   tables, decorations, menu     does make little worried?  yes ordered mushroom ravioli    oily   oily   actual ravioli okay, mushrooms   oily   did mention  ambiance, like said, left desired   don't think i'd place list ""musts"" downtown   better restaurants visit!",P1fJb2WQ1mXoiudj8UE44w,2,02-08-12,review
278,"{u'funny': 0, u'useful': 2, u'cool': 0}",tCNt0WFUwqNC997W7kk3Ew,s6sT4Ob1sGeJ8k6MqDLlmQ,"dinner papa j's group 6   loved restaurant old brick building large windows  felt like neighborhood restaurant  saturday night, restaurant crowded   seated room poor acoustics   difficult hear people table waitress   tried, asperation face repeat specials sides table people ordered bourbon rocks dinner watered lemon drop nice   bread delicious!  creamy?  fried zucchini lightly breaded oily   large portion 2 sliced zucchinis ordered variety dishes   pasta dish dry pasta sauce meat   ordered fish special thought delicious   shrimp dish enjoyed   chicken marsala pretty good   marsala sauce wasn't chicken moist hard tell deserts ""homemade ""  tiramisu spumoni small portion meant  fence overall impression papa j's   ""a-ok"" probably best way ",P1fJb2WQ1mXoiudj8UE44w,3,12-08-12,review
279,"{u'funny': 0, u'useful': 0, u'cool': 0}",3_MuuYvWx7h5GgfCtfrZiA,5LH6Q4H0S5TEOBSXgBTztg,"service place poor lack acknowledgment people working ""just"" working   nice decor,nice bar good bread  consider place prices really really high   served main dishes     ",P1fJb2WQ1mXoiudj8UE44w,2,14-08-12,review
280,"{u'funny': 0, u'useful': 0, u'cool': 0}",FB8T3L1w2s88qjdvX6upGQ,KMUpEmsve0cbRbFck9raaA,terrible service   terrible food   place smells like rotten wet wood,P1fJb2WQ1mXoiudj8UE44w,1,21-08-12,review
281,"{u'funny': 0, u'useful': 0, u'cool': 0}",f9LuLzqLMNJJoV3zmu6dBA,bOp9WhctQS8RSKsfuWpXpw,"great place dinner, drinks small celebration papa j's favorite places dinner don't reservations want nice dinner  husband eatten upwards 20 times years disappointed  assumed opened alternate bar lounge area extra tables dining resturant  overall vibe restaurant change busy  proved wrong   able walk weekend table minutes  unfortunately, alternate bar/lounge area isn't open  really don't understand people don't  favorites fried zucchini, wedding soup pizza zucchini crispy seasoned  wedding soup big chunks carrots celery  husband enjoys pork entrees especially grilled pork pastas including tomato cream sauce  homemade italian bread oil vinegar dip great way wet appetite  make sure add parmesan cheese table  looking good place host birthday party event, consider papa js  great catering menu easily able accomodate larger parties  rehersal dinner wedding loved food ",P1fJb2WQ1mXoiudj8UE44w,4,17-09-12,review
