,votes,user_id,review_id,text,business_id,stars,date,type
253,"{u'funny': 0, u'useful': 0, u'cool': 0}",IbvOxKSps_K5wa3a2_jc-Q,gdoTWFXJvibNBPQdjj8SLQ,good free personal decent only,1u2NauOy8xDj7aFQET680A,4,11-09-07,review
254,"{u'funny': 0, u'useful': 1, u'cool': 0}",CFh9jAl5_DUSgNBA5bP5RQ,KqYkEANHt5PoVMhOiBRDew,last early crowded difficult tail yoga nasty welcome other yoga evident private,1u2NauOy8xDj7aFQET680A,2,29-12-12,review
255,"{u'funny': 0, u'useful': 1, u'cool': 0}",ncqy62a-KjY68elj8NXBbA,nNkFJx7ExoK4jlQxbzM0Og,true dingy abysmal unusable pretty wide free crowded dungeony conservative other awful entire cheap whole personal abdominal personal,1u2NauOy8xDj7aFQET680A,1,19-02-14,review
256,"{u'funny': 0, u'useful': 1, u'cool': 0}",o22C4GhMh0mv9ldqPD0f1g,cv1sIoNmolX4gsR8PdtVWg,nice big big flexible good super good,1u2NauOy8xDj7aFQET680A,4,07-08-14,review
257,"{u'funny': 0, u'useful': 0, u'cool': 0}",1z4KPFEb4TuYsnmlVu0ZWQ,SymtwwIeg2-u3YBJM7lNmw,liable due good liable careful hard few make boots rude sure nasty pretty large ordinary young much wrong busy middle busy full own first fancy pretty massive elliptical super common useless convenient personal separate warrior busy awesome helpful sure separate sure,1u2NauOy8xDj7aFQET680A,1,29-01-15,review
258,"{u'funny': 0, u'useful': 0, u'cool': 0}",uatV7uA6DrTV_iczO9dYrQ,TNlu2CG7O20OkVG0RJcA3g,negative accommodating strive fixes upset unnecessarily own home-like special unique loyal last,1u2NauOy8xDj7aFQET680A,5,19-10-15,review
259,"{u'funny': 0, u'useful': 2, u'cool': 0}",Nhvkukz5MECqEUQVfh6A6w,nTJ9CWTcxTDKeNtlvy_TYw,review many serious anti-Planet pizza private personal casual deceive small deceive intense previous great enough Equipment elliptical such traditional elliptical nice nice serious good new standard,1u2NauOy8xDj7aFQET680A,4,25-03-16,review
260,"{u'funny': 1, u'useful': 2, u'cool': 2}",4d6gHTch3Mytp02o-tzV9Q,QxR3WHUjmWh5xIyqfJkfsw,last picky italian east I-talian new only first good happy impressed open- few good good happy perfect eggplant basic amazing delicous inexpensive decent italian decent italian many good Italian,P1fJb2WQ1mXoiudj8UE44w,5,14-08-07,review
261,"{u'funny': 0, u'useful': 0, u'cool': 0}",GFLvPozOh5m_n1MYGdHpFQ,ccuOXwBqkTjEPbe9WvVAxQ,fave good good fresh olive specific blue tad good cracked black red rustic loud comfortable solid full,P1fJb2WQ1mXoiudj8UE44w,4,15-08-09,review
262,"{u'funny': 1, u'useful': 0, u'cool': 0}",_S8zEPxR0DRxIJ6YjoObfA,VYC9I0E493hicnup49FbQw,wonderful eggplant good different light,P1fJb2WQ1mXoiudj8UE44w,4,17-02-10,review
263,"{u'funny': 0, u'useful': 0, u'cool': 0}",cqox9oe5IAS9tR7iYhtX7Q,5JJ9eapKuO6wh0fkx6EeNQ,several fabulous fresh great partial eggplant fish white exposed knowledgeable loud- noticable empty large table nearby wrong great great,P1fJb2WQ1mXoiudj8UE44w,5,18-02-10,review
264,"{u'funny': 0, u'useful': 0, u'cool': 0}",072tu2_MFWmw-jb1O6DQYg,LMl9TSOWrPXp7Cs4oVrLlg,authentic classic Italian unlikely fried little,P1fJb2WQ1mXoiudj8UE44w,5,13-03-10,review
265,"{u'funny': 0, u'useful': 2, u'cool': 1}",MinNxg1k6s9xpZKRw41NnA,EtLICMCs9zeqXxuyXTGj5A,mixed banana great delicious good eggplant okay soggy mixed first fish second lackluster able proper terrible last enough first,P1fJb2WQ1mXoiudj8UE44w,3,21-07-10,review
266,"{u'funny': 0, u'useful': 0, u'cool': 1}",UCOssThZufcqehMMe6OA0g,5BwtufRF36b-PtZyyS90ug,last second other sweet fantastic many good last big small,P1fJb2WQ1mXoiudj8UE44w,4,13-01-11,review
267,"{u'funny': 0, u'useful': 3, u'cool': 0}",2cvC1yfkqbOKUgoQTxfzfg,eVZ6pr7f03hXSb-Q5cF2Vw,wonderful couple great little Italian great fantastic open outside wonderful fresh sure clean modern quick several different hungry few different perfect own Italian good bad special enough warm chewy good fresh little good much full good excelent pre-meal generous other good great wine reasonable fantastic great expensive reasonable Fantastic fresh reasonable only,P1fJb2WQ1mXoiudj8UE44w,5,21-02-11,review
268,"{u'funny': 0, u'useful': 1, u'cool': 1}",9cCTmiJ7hz35rHIdr8n9kA,2Ff_JGpkJSifcQ8gW7bK9A,little slow good white white feta delicious OK next calamari bright,P1fJb2WQ1mXoiudj8UE44w,4,13-03-11,review
269,"{u'funny': 0, u'useful': 0, u'cool': 0}",Lbdzh6Qn5S1O5ENrr7n2wA,2ihNipOT-nUC0uZvC50R0A,Terrible unremarkable due crude unpleasant,P1fJb2WQ1mXoiudj8UE44w,1,14-03-11,review
270,"{u'funny': 0, u'useful': 1, u'cool': 1}",9cCTmiJ7hz35rHIdr8n9kA,MzQZ00ZHszRH8BYQTJbQJA,white white delicious garlic good fried last,P1fJb2WQ1mXoiudj8UE44w,4,09-04-11,review
271,"{u'funny': 0, u'useful': 1, u'cool': 0}",UXQzUyOnihbH0K_yCpK1zA,nVJNzszBqaDtyQAQQW0lfw,good few great sweet sufficient angel good _much_ lit,P1fJb2WQ1mXoiudj8UE44w,4,17-07-11,review
272,"{u'funny': 1, u'useful': 1, u'cool': 1}",9cCTmiJ7hz35rHIdr8n9kA,dXBCUsjyAmWiKypnDnRJUw,quick last open few few great homemade Italian olive balsamic good thick good,P1fJb2WQ1mXoiudj8UE44w,4,17-10-11,review
273,"{u'funny': 0, u'useful': 5, u'cool': 1}",k-a1aAKB0f6w5sHDDEO4IA,G-gqp94DI9ZX3Qp4HdMCmA,much recent inexperienced good couple new first few much special roasted red lump special regular sure certain good unusal due poor cold iced little good fish happy such awful ready many other,P1fJb2WQ1mXoiudj8UE44w,2,02-01-12,review
274,"{u'funny': 0, u'useful': 0, u'cool': 0}",tx4XvjDlactzL7SlNnR9XQ,5b5WisVblTVpl8qYVCi5Yg,regular delicious stuff sublime special,P1fJb2WQ1mXoiudj8UE44w,4,02-01-12,review
275,"{u'funny': 0, u'useful': 0, u'cool': 0}",rS5-P1HVtZMyIQ_f1Es0uA,PCfm-BX0OiT70o5Q-sm3DA,nice glad busy chicken good thin good- little amazing cool,P1fJb2WQ1mXoiudj8UE44w,4,18-03-12,review
276,"{u'funny': 0, u'useful': 0, u'cool': 0}",PRTVZdLWYmhozxkplGA9qQ,CC1lVb3PEQWqJNHDAK7PKg,san local great crazy busy saturday nice,P1fJb2WQ1mXoiudj8UE44w,4,01-04-12,review
277,"{u'funny': 1, u'useful': 3, u'cool': 2}",nEYPahVwXGD2Pjvgkm7QqQ,iCL1r6fQeI3-EOEYGyh0FA,same little worried actual okay enough much Much,P1fJb2WQ1mXoiudj8UE44w,2,02-08-12,review
278,"{u'funny': 0, u'useful': 2, u'cool': 0}",tCNt0WFUwqNC997W7kk3Ew,s6sT4Ob1sGeJ8k6MqDLlmQ,old large full poor difficult lemon delicious fried large sliced pasta dry fish special delicious shrimp good thick chicken small overall A-ok,P1fJb2WQ1mXoiudj8UE44w,3,12-08-12,review
279,"{u'funny': 0, u'useful': 0, u'cool': 0}",3_MuuYvWx7h5GgfCtfrZiA,5LH6Q4H0S5TEOBSXgBTztg,poor nice nice good high main,P1fJb2WQ1mXoiudj8UE44w,2,14-08-12,review
280,"{u'funny': 0, u'useful': 0, u'cool': 0}",FB8T3L1w2s88qjdvX6upGQ,KMUpEmsve0cbRbFck9raaA,Terrible terrible rotten wet,P1fJb2WQ1mXoiudj8UE44w,1,21-08-12,review
281,"{u'funny': 0, u'useful': 0, u'cool': 0}",f9LuLzqLMNJJoV3zmu6dBA,bOp9WhctQS8RSKsfuWpXpw,Great small favorite nice last few alternate lounge extra other overall busy wrong able few fried crispy seasoned big grilled italian great sure parmesan good birthday great able,P1fJb2WQ1mXoiudj8UE44w,4,17-09-12,review
282,"{u'funny': 0, u'useful': 1, u'cool': 0}",r_96n9O0jNzbNCZDkSB0EQ,C5S2hsjpXW5S7UBc9X3cCA,expensive nice,P1fJb2WQ1mXoiudj8UE44w,2,09-03-13,review
283,"{u'funny': 0, u'useful': 0, u'cool': 0}",2DHpTXHN5niohBH9oAUHKg,3xeR8F_PUpmu7AW6VJeYFg,early salad iceberg disgusting ugh stuffed hot cold tasteless green lemon dry good,P1fJb2WQ1mXoiudj8UE44w,1,12-03-13,review
284,"{u'funny': 1, u'useful': 1, u'cool': 1}",8xckX9C5cojQaT32P927iA,SuGIqHPvC4naRErEOTBs9g,good good reasonable efficient hot prepared excellent,P1fJb2WQ1mXoiudj8UE44w,4,26-05-13,review
285,"{u'funny': 0, u'useful': 1, u'cool': 1}",0LzlRSXLhEsVSWFEvW_5yg,gZk2L0eJ7djY6sODiFjIEQ,large open garage whole modern friendly good Great rich excellent,P1fJb2WQ1mXoiudj8UE44w,4,11-07-13,review
286,"{u'funny': 0, u'useful': 0, u'cool': 0}",D-tr1j_30GwKSB3e_WOYCg,wuD4dsTkOCwbeAhlNBkM2A,little difficult delicious chicken yummy flat i several delicious nice soggy fantastic bright friendly knowledgeable extra other incompetent awful huge small mad new last nice cool modern sweet good great place.. bad authentic Italian Jasmine,P1fJb2WQ1mXoiudj8UE44w,4,29-09-13,review
287,"{u'funny': 0, u'useful': 0, u'cool': 0}",xb6zEQCw9I-Gl0g06e1KsQ,wGeQZ-JuAOdHGpUdr6g4qQ,great pretty large new open nice nice great fresh baked daily,P1fJb2WQ1mXoiudj8UE44w,4,03-12-13,review
288,"{u'funny': 0, u'useful': 1, u'cool': 0}",0fHA8u20wh1z1u0ANsiBLA,63gqebKCZLt3ESZHBJAy2g,first empty rude Ridiculous long cold cold disgusting good empty slow other good Italian,P1fJb2WQ1mXoiudj8UE44w,1,26-12-13,review
289,"{u'funny': 1, u'useful': 1, u'cool': 2}",cM9e72mfMtKKRmCnS1VGCA,OTvblKV8iEIF6VRfL7UtaA,Delicious great white big delicious wide great reasonable Overall,P1fJb2WQ1mXoiudj8UE44w,5,02-02-14,review
290,"{u'funny': 0, u'useful': 0, u'cool': 0}",dKZYPAw7K64Cqbvys4T50A,P_CZFSwcXYOkTvRkQ2aHtw,first large righteous excellent salad big white top joint Good great phenomenal,P1fJb2WQ1mXoiudj8UE44w,5,24-02-14,review
291,"{u'funny': 0, u'useful': 0, u'cool': 0}",zJzMAZtNiEOuC2wgDOmm7Q,UcLSql0dfS7dcXKOYU-y-g,great delish wrong entree special tasteless,P1fJb2WQ1mXoiudj8UE44w,3,03-03-14,review
292,"{u'funny': 0, u'useful': 0, u'cool': 0}",05ehdct-bF7YLTZTZvB5rA,P0ztxA3bmqA32AqamW60nQ,fresh delicious,P1fJb2WQ1mXoiudj8UE44w,5,19-05-14,review
293,"{u'funny': 0, u'useful': 1, u'cool': 0}",Pe4QxbvKhLFHWiypevdmQg,yGDNqOZIP8nvBujq75ZDrQ,cheese B- huge small grumpy waitress good busy dish,P1fJb2WQ1mXoiudj8UE44w,4,05-07-14,review
294,"{u'funny': 0, u'useful': 1, u'cool': 0}",rOJCi7LEiOlxbhHu5BjIhQ,m_v_ar95beQ5d9c1q-Ceww,great veal green great enough good nice free,P1fJb2WQ1mXoiudj8UE44w,5,29-07-14,review
295,"{u'funny': 1, u'useful': 6, u'cool': 1}",KZVgUYGt4eww_GwJ2F0MrQ,RnFLiT_uca0vllufwN7qIg,last busy short few good fabulous creative exquisite new late only simple frequent other,P1fJb2WQ1mXoiudj8UE44w,1,03-08-14,review
296,"{u'funny': 0, u'useful': 0, u'cool': 0}",O61gWYtGlj1ZN7bmZR5slQ,Coes6xfmq0iX3evs1vIkNQ,great,P1fJb2WQ1mXoiudj8UE44w,5,17-09-14,review
297,"{u'funny': 0, u'useful': 0, u'cool': 0}",k-TbSrTfjDO1Hj-eh4Bqmw,kjUbN8EZfgsb8fIYild0hQ,great Tuscan-style Italian tasteless Italian warm fresh bolognese creamy rich fresh next,P1fJb2WQ1mXoiudj8UE44w,5,30-09-14,review
298,"{u'funny': 0, u'useful': 1, u'cool': 0}",GFLvPozOh5m_n1MYGdHpFQ,pK5_HlTAKiJkHVJAYhjg2w,inedible single jarred boxed absent terrible,P1fJb2WQ1mXoiudj8UE44w,2,06-10-14,review
299,"{u'funny': 0, u'useful': 4, u'cool': 1}",bmy45XLtOomcc_EvC-lXRQ,mVizSUtJ83AorDoFamS7zA,first huge much runny/watery much enough bad expensive poor much Italian,P1fJb2WQ1mXoiudj8UE44w,1,21-11-14,review
300,"{u'funny': 0, u'useful': 0, u'cool': 0}",wW6WVbMCUz67rkp5QEUCmA,rLu8rZld3tN3QXGICMduZQ,great knowledgeable unsatisfactory great Italian,P1fJb2WQ1mXoiudj8UE44w,2,28-11-14,review
301,"{u'funny': 0, u'useful': 0, u'cool': 0}",de1ezdAIndz2IhdhOdaUVw,7DfesK3-tbK4RUhvny70Dw,crazy,P1fJb2WQ1mXoiudj8UE44w,1,15-12-14,review
302,"{u'funny': 0, u'useful': 0, u'cool': 0}",VztueYW-kYYPtz_Rxn8Zvw,xqdKGgzWJzDvvXOaWkVIbQ,cold empty attentive frustrating,P1fJb2WQ1mXoiudj8UE44w,2,19-12-14,review
303,"{u'funny': 0, u'useful': 1, u'cool': 0}",kRm_weZiIXfG3TRmCaRVuw,zSAvMmBK6kplHeOlazIj_Q,basic frozen terrible thin flabby unappealing good dish,P1fJb2WQ1mXoiudj8UE44w,3,29-12-14,review
304,"{u'funny': 0, u'useful': 0, u'cool': 0}",K85xG36wWOpR57ZgJqc5yg,cjKFM9e2By5zeGCVXnp1Ig,Wonderful disappointed white fresh perfect many old superb only plain excellent,P1fJb2WQ1mXoiudj8UE44w,5,18-01-15,review
305,"{u'funny': 1, u'useful': 1, u'cool': 0}",3JCJYpQpNDC6lmA7JFFIbw,pe4RWvuWu8824WEmCZnuSg,downtown main first deli upscale dining overall unique wide Italian average tasty shrimp sauteed pasta small pepperoni AMAZING delish alone sure frankly same forgetful spastic bad amazing Overall,P1fJb2WQ1mXoiudj8UE44w,2,07-02-15,review
306,"{u'funny': 0, u'useful': 0, u'cool': 0}",xMB0XrFRuQr6mJtNzz_a8Q,jRYZZvfGiZqUhgwTwiWppQ,Many First gnocchi special excellent great,P1fJb2WQ1mXoiudj8UE44w,4,24-02-15,review
307,"{u'funny': 0, u'useful': 2, u'cool': 0}",2Az24juAhTJtmlqr5UWXSQ,b3c7n7ipeAtMPpHZ3hgJSw,last prior first different particular little last available gnocchi humongous next delicious like little fluffy big good seemed certain high white table pristine Other pre-theater perfect intimate table next,P1fJb2WQ1mXoiudj8UE44w,4,02-03-15,review
308,"{u'funny': 0, u'useful': 0, u'cool': 0}",_OZjJ-QCY0XEQqce7Pn8bQ,EufPtoDLMKfu3ax21ULlbA,unique great downtown different usual favorite OK tasty homemade great meatball/ chicken attentive friendly sweet crunchy-chocolate thick,P1fJb2WQ1mXoiudj8UE44w,4,06-03-15,review
309,"{u'funny': 0, u'useful': 0, u'cool': 0}",R_uUXIz6xZpKNlg0-op_PQ,R68XeTwGFFiEkR-KqaI-dg,few open great bad good,P1fJb2WQ1mXoiudj8UE44w,2,15-03-15,review
310,"{u'funny': 1, u'useful': 6, u'cool': 0}",GcBAIs4pzeK6OzHpawgZlg,sG-Ml1ofoRTcU9HejpOGcw,great happy eggplant correct single black such like fresh main acceptable outstanding tasty prepared flavorful rich golden pale white simple famous lacked real rich natural concerned such customary hesitant beneficial,P1fJb2WQ1mXoiudj8UE44w,2,11-05-15,review
311,"{u'funny': 0, u'useful': 2, u'cool': 1}",Rpq_EBfyJet6qNQp-LgIsQ,k55FSlvL7rLSMGTr0CrKJQ,favorite first Italian authentic disappointed special fine amazing next,P1fJb2WQ1mXoiudj8UE44w,5,30-05-15,review
312,"{u'funny': 0, u'useful': 0, u'cool': 0}",4-S8aXcF_CPC1vKxylZFZg,0pBnjxHiesW0eExfMD_RQA,fresh dry attentive incredible main nice nice extensive Italian,P1fJb2WQ1mXoiudj8UE44w,4,18-06-15,review
313,"{u'funny': 0, u'useful': 1, u'cool': 0}",kq4n1fhBQe-Q5SIhHRbeAQ,JkZFX0tcH2yloGCsWihzBQ,great generous delicious top worth,P1fJb2WQ1mXoiudj8UE44w,5,02-07-15,review
314,"{u'funny': 0, u'useful': 2, u'cool': 0}",EcbIKRBoLvk4Ek8ro1HbfA,hWW0RtZi8gUvThr-svtucw,good reasonable,P1fJb2WQ1mXoiudj8UE44w,5,03-07-15,review
315,"{u'funny': 0, u'useful': 0, u'cool': 0}",HhHb3MD6A36UFDfvhpGy4w,EHP5d_X70MOzalR46tFN1g,prepared proper delicious complimentary excellent polite efficient,P1fJb2WQ1mXoiudj8UE44w,4,08-07-15,review
316,"{u'funny': 0, u'useful': 0, u'cool': 1}",GMWDSV6_MzQQv39K9f2aXQ,XB_dgrmj38XB9eQlyZSM0g,rude correct many good bad,P1fJb2WQ1mXoiudj8UE44w,1,12-07-15,review
317,"{u'funny': 0, u'useful': 1, u'cool': 0}",kWkgwRxqWD-h260dMTkHUA,XOi5wgdVuB3n463aDVyAqw,other pure bread good much whole short nice golden good mushy bottom fair little,P1fJb2WQ1mXoiudj8UE44w,3,01-08-15,review
318,"{u'funny': 0, u'useful': 0, u'cool': 0}",0xEoFR2XXPKFAOMw0AcoZg,ytkJ7SHd3AhD2RLoDydijQ,favorite Reasonable delicious delicious fresh complementary super fresh huge side good dessert large,P1fJb2WQ1mXoiudj8UE44w,5,20-08-15,review
319,"{u'funny': 0, u'useful': 0, u'cool': 0}",Goc0_M_Y4ZYyNzenqfjTMw,jj-TtCb3yG0zwIJ9HJYUyw,overwhelming proper early great Next nice NEW incredible white cold entire terrible second,P1fJb2WQ1mXoiudj8UE44w,1,04-12-15,review
320,"{u'funny': 0, u'useful': 0, u'cool': 0}",6THF1ChuzvAC0_sFXrYJTg,08o_wEZrxCzlQBplBU7sdg,due awful terrible small select dry real Last bread little busy select ready bread other,P1fJb2WQ1mXoiudj8UE44w,1,01-01-16,review
321,"{u'funny': 0, u'useful': 0, u'cool': 0}",F8vQiZCBp-ivcvQnynaNkA,NBMG7j8X__HpWdOcdd4dpQ,large excellent past exceptional Attentive friendly strong,P1fJb2WQ1mXoiudj8UE44w,5,02-01-16,review
322,"{u'funny': 0, u'useful': 0, u'cool': 0}",85GJq0VD8lIPFVNKjxP2iA,mqbU-hXSjfbaACjfbk_zbA,last Entertainment fast separate online other come good other ok esp menu ala pretty nice abrasive little neglectful,P1fJb2WQ1mXoiudj8UE44w,2,10-01-16,review
323,"{u'funny': 0, u'useful': 0, u'cool': 0}",N03QHIGU6qajhQmQgQXGew,Nj2R_R6DYld6-HU9GHHpEQ,total,P1fJb2WQ1mXoiudj8UE44w,1,06-02-16,review
324,"{u'funny': 0, u'useful': 0, u'cool': 0}",AvtMn8MRC9C_72FvkgvwaQ,2UqDCiPOsB54CUuYZLwNYQ,candlelit Extensive Wonderful wonderful great Wait cordial great luscious yellow,P1fJb2WQ1mXoiudj8UE44w,5,28-02-16,review
325,"{u'funny': 0, u'useful': 1, u'cool': 0}",24VCi4fDt9cyn9NVLuq6MQ,mKcuyP9-fwCI8uGfQLTtuA,good delicious pasta incredible Clean Knowledgable great,P1fJb2WQ1mXoiudj8UE44w,5,13-03-16,review
326,"{u'funny': 0, u'useful': 0, u'cool': 0}",9Vt-WropXlpUIaSKeo5jkQ,swZrq_hA1FDEkOizUBStsQ,new,P1fJb2WQ1mXoiudj8UE44w,5,22-03-16,review
327,"{u'funny': 0, u'useful': 0, u'cool': 1}",iJA02NtyyUSF-aQEmpt2zA,YJI3uNETFL3qi4TMQ9h78A,awesome first knowledgeable big great average Italian,P1fJb2WQ1mXoiudj8UE44w,5,26-04-16,review
328,"{u'funny': 0, u'useful': 1, u'cool': 0}",ef03GSj9wTHQWHoszlzehg,amT3oc0uoYs4Z9vBVW-LsQ,little tough okay,P1fJb2WQ1mXoiudj8UE44w,4,28-04-16,review
329,"{u'funny': 0, u'useful': 1, u'cool': 0}",2yDqKKQL-RJmPzKFAFulVA,_sMhVH16LnRYQAyQ6yj25Q,torn fabulous numerous fantastic nice good small sparse small expensive enjoyable special,P1fJb2WQ1mXoiudj8UE44w,4,14-05-16,review
330,"{u'funny': 0, u'useful': 1, u'cool': 0}",78zOBUbMM0bAXi8TBL4Yew,mKzHzPTlr-2e-PR8a0mMEg,Fantastic great Italian wrong authentic,P1fJb2WQ1mXoiudj8UE44w,5,22-05-16,review
331,"{u'funny': 0, u'useful': 0, u'cool': 0}",tDZLuv2IGOZTJVwoIpdImQ,ttRXm2Nr0yt0DdYfyoHVxQ,"Love this place especially the garden salad with feta and pine nuts. When I am working close to Carnegie, I schedule my day around lunch here. The homemade breads are amazing too. Great atmosphere and service make this one of my favorites close to Downtown Pittsburgh.",P1fJb2WQ1mXoiudj8UE44w,5,02-06-16,review
332,"{u'funny': 0, u'useful': 1, u'cool': 0}",2yDqKKQL-RJmPzKFAFulVA,sZVmHCb_6olpbja-Azwy1Q,last gnocchi special full fresh up somewhere,P1fJb2WQ1mXoiudj8UE44w,1,02-06-16,review
333,"{u'funny': 0, u'useful': 0, u'cool': 0}",Hkn625nfsEgl0pAMkAcmQQ,XmrBdNV_lNLVR-WDVpfgKg,ok uncomfortable notice,P1fJb2WQ1mXoiudj8UE44w,3,10-06-16,review
334,"{u'funny': 0, u'useful': 0, u'cool': 0}",hUJP8K43SbF8kvDwJS8kWQ,Lp175cY5YRqdqAvehw2xHw,homemade deff raw cold good eggplant weird,P1fJb2WQ1mXoiudj8UE44w,3,18-06-16,review
335,"{u'funny': 0, u'useful': 1, u'cool': 0}",5WkFWx2EldfiftwGC_NXzw,XEjQBicmYwzXzjFiBD4NOA,good deplorable,P1fJb2WQ1mXoiudj8UE44w,1,27-06-16,review
336,"{u'funny': 0, u'useful': 0, u'cool': 0}",QhlwtnBGfhsJWaQUi37MMQ,85x4JszIdn0FWgmNwR3HvA,wonderful first phenomenal various own attentive perfect good Every wonderful helpful,P1fJb2WQ1mXoiudj8UE44w,5,15-07-16,review
337,"{u'funny': 0, u'useful': 1, u'cool': 0}",Ky9ypnAdN7RNkUMGRt1RMA,Fvf08zT8Hh08B_qpMcPSmw,good bad scarce great old raggedy young little young dental,xxWFOD46ubTSF3nPRM19BA,3,25-03-13,review
338,"{u'funny': 0, u'useful': 3, u'cool': 0}",Ky9ypnAdN7RNkUMGRt1RMA,M8-x47ly3dEd3NWd6IpMYQ,unprofessional nice,xxWFOD46ubTSF3nPRM19BA,1,27-03-13,review
339,"{u'funny': 0, u'useful': 3, u'cool': 0}",ryiL6-gZ5XFsogqLlqwxvA,hiidqKli7cCFo1GOGB9ZIg,routine recent few small called additional root possible few bone previous necessary enough right uncomfortable metal good many antibiotic instructed following much severe reputable oral oral large additional dental happy dental dentist numerous full unnecessary expensive such implant thru oral current endodontist healthy,xxWFOD46ubTSF3nPRM19BA,1,22-06-14,review
340,"{u'funny': 0, u'useful': 2, u'cool': 0}",JsRoc9aJ12OsZ3PgBf-nsA,7A1dqmHu2D5rSwhzTRKexQ,dental,xxWFOD46ubTSF3nPRM19BA,1,20-11-14,review
341,"{u'funny': 1, u'useful': 2, u'cool': 2}",BCDRMjjM07Bp7Du2iZpg9w,7WbRXAFIxrAprmW0PQ9Lhg,low dental bad new clean only appointment friendly comfortable friendly great sure satisfied great,xxWFOD46ubTSF3nPRM19BA,4,04-02-16,review
342,"{u'funny': 0, u'useful': 0, u'cool': 0}",94u50WPgLIhe_SaLgK3G2A,IEGd0eYk0CgIijd4NSdBUg,x-ray able comfortable fine horrible pushy un-needed smart second independent,xxWFOD46ubTSF3nPRM19BA,1,17-04-16,review
343,"{u'funny': 1, u'useful': 1, u'cool': 0}",2KprdTqEYEzNDJo_2GOB1Q,BHz2b2WCmc06jAeTnQ52YQ,horrible Italian cheesesteak Italian pizza full Italian inedible undeserved,t_gan0EXAw8csKIeFyazJw,1,04-05-15,review
344,"{u'funny': 0, u'useful': 0, u'cool': 2}",w16jpVr-b-0gd6YHwnIarg,pvzOdlulj62eOzpSXhEc9Q,cheese hungry available small cheese surprised greasy flavorful chewy Next yummy,t_gan0EXAw8csKIeFyazJw,4,08-06-15,review
345,"{u'funny': 0, u'useful': 0, u'cool': 0}",g5KErw83-ik9GjD_BFiTjw,EFZt3JTtORj-79PM3iSUiA,pizza dangerous,t_gan0EXAw8csKIeFyazJw,1,07-04-16,review
346,"{u'funny': 0, u'useful': 0, u'cool': 0}",kSximKjq5OprHfYCza3FNQ,v4Q-P_U5MqJsAEmrreYISw,front first wrong pleasant,t_gan0EXAw8csKIeFyazJw,1,18-05-16,review
347,"{u'funny': 2, u'useful': 3, u'cool': 2}",y9qnN2hUtzXUfNXeWh2GwA,bCRkJ1rtYSd3vy1KWF3M2g,own terrible clueless own fast only hot terrible,PK6aSizckHFWk8i0oxt5DA,1,28-09-13,review
348,"{u'funny': 2, u'useful': 3, u'cool': 1}",5iYis_-EF5RDfjo9yPsoFw,AnUj0CQJdd6Anz0fKFeV8A,t high special gigantic rude sure poor various bad bad occasional decent low biased,PK6aSizckHFWk8i0oxt5DA,1,04-12-13,review
349,"{u'funny': 4, u'useful': 2, u'cool': 0}",8GccAq9PTpIWlp0gnCHoRQ,QTVZffco48weyu5H0YF57g,bad amazing Big large diet large new Big,PK6aSizckHFWk8i0oxt5DA,1,05-10-14,review
350,"{u'funny': 4, u'useful': 6, u'cool': 3}",4DrkZqFqLcyRcLWuQUXFeQ,BKXIXhfMR-jXpaFp1TTQzw,able worst poor filthy filthy real good half sorry harsh sorry second,PK6aSizckHFWk8i0oxt5DA,1,23-03-15,review
351,"{u'funny': 0, u'useful': 0, u'cool': 0}",Cl42lTPO3mcdNecMCy7-Sg,95zJnm_Y43xlJnZZ3ewnbA,looooong poor,PK6aSizckHFWk8i0oxt5DA,1,26-05-15,review
352,"{u'funny': 0, u'useful': 0, u'cool': 0}",1YMtI8E4WKh5eE1ZYRQaSw,raGTFoe5e1aq525hZSBFgg,slow friendly clean old happy,PK6aSizckHFWk8i0oxt5DA,4,05-01-16,review
353,"{u'funny': 1, u'useful': 0, u'cool': 0}",1kED-QqEAVuIwgEGjOgETA,xfcmnhOl1g_oTBKJxoXAEQ,sweet friendly long i theough super good rude great,PK6aSizckHFWk8i0oxt5DA,5,17-01-16,review
354,"{u'funny': 0, u'useful': 0, u'cool': 0}",hMbI4Rmee--bMbu-JNbsEw,nCXtpM__c7yg24DQC9v1pg,great last low big large obvious old big stale rock hard brown extra,PK6aSizckHFWk8i0oxt5DA,1,12-03-16,review
355,"{u'funny': 0, u'useful': 0, u'cool': 0}",U81oP7atP4QvSmrW4f7gwg,siEUreUGnN65czLpsi17mg,Last i chicken wait happy gross Rude,PK6aSizckHFWk8i0oxt5DA,1,27-03-16,review
356,"{u'funny': 0, u'useful': 0, u'cool': 0}",nD5o0ctwcvItgDVnUyZ27Q,w6Jm7aCnqjFJmXmCh7_0Sw,slow clean,PK6aSizckHFWk8i0oxt5DA,1,17-04-16,review
357,"{u'funny': 0, u'useful': 0, u'cool': 0}",7DeM4C66zVflYNrZn_Vv9g,RKSwdhP-xQLXm6ShTwknew,tiny good nice central favorite little trendy cool upscale yicky regular regular acceptable bad regular,3gmBc0qN_LtGbZAjTtHWZg,3,10-06-09,review
358,"{u'funny': 0, u'useful': 0, u'cool': 0}",WMTm9HHRA3EewoxTX1Gleg,rbS5aHwGyDJqiQOZptRJlQ,Friendly same,3gmBc0qN_LtGbZAjTtHWZg,5,24-06-09,review
